SMILES,Fitness Values
C#CCCCOCOCCC(=N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3700587500000001, 0.4340706000000001, 0.18364781890320964)"
C#CCCCOCOCOC(=N)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.3700587500000001, 0.4340706000000001, 0.18364781890320964)"
C#COCCOCCCCC(=N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3700587500000001, 0.4340706000000001, 0.18364781890320964)"
C#CCCCOCCC(=O)CCOCCCNOC#C,"(1.0, 1.0, 1.0, 0.3696075000000001, 0.48723082285714286, 0.29523633024075807)"
C#CCCCOCOCCC(=O)CCCNOCC#C,"(1.0, 1.0, 1.0, 0.3696075000000001, 0.48723082285714286, 0.2249231140236514)"
C#CCCCOCCC(=O)CCOCONCCC#C,"(1.0, 1.0, 1.0, 0.3696075000000001, 0.48723082285714286, 0.2249231140236514)"
C#CCCCCOCCC(=O)COCONCCC#C,"(1.0, 1.0, 1.0, 0.3696075000000001, 0.48723082285714286, 0.2249231140236514)"
C#CCCCOCCC(=O)CCOCCCONC#C,"(1.0, 1.0, 1.0, 0.3696075000000001, 0.48723082285714286, 0.2249231140236514)"
C#CCCCNOCCC(=O)COCOCCCC#C,"(1.0, 1.0, 1.0, 0.3696075, 0.487230822857143, 0.2249231140236514)"
C#CCCCOCCC(=N)CCOCOCCNC#N,"(1.0, 1.0, 1.0, 0.36944375000000007, 0.5140880400000001, 0.12500708900845225)"
C#CCONOCCCNC(=C)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.2836704351866464)"
C#COCNCCCC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.2836704351866464)"
C#COCNCCNC(=C)OCOCCCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#CCCOCCNCC(=C)ONOCCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#CCCNOCOCCC(=C)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#CCCNOCOCNC(=C)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#CCCNCCOCCC(=C)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#COCCNCOC(=C)NCOCCCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.21611174202915415)"
C#CNCNCCCC(=C)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.16416669497060637)"
C#CCCNOCNCCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.16416669497060637)"
C#CCCCNOCOC(=C)NCCCOCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.16416669497060637)"
C#CCCNOCNC(=C)OCCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.16416669497060637)"
C#CNCNOCOCCC(=C)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285715, 0.12469942623652036)"
C#CCCCOCCC(=C)NCCCONOCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.2836704351866464)"
C#CCCCCCOCC(=C)NCOCNOCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#CCCCOCOCNC(=C)OCNCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#CCCCOCNC(=C)NOCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#COCCCCOC(=C)NCCCONCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#CCCCOCOC(=C)NCOCNCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#COCCCCOC(=C)NCCNOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#CCCCOCNC(=C)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.21611174202915415)"
C#CCCNCCCNOC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CNCCCCCC(=C)NCOCOCCOC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CCCCOCOCNC(=C)CCCOCNC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CCCCCCOC(=C)NCONCCOCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CCCCCCNOC(=C)COCCONCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CCCONCNCC(=C)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.16416669497060637)"
C#CCCCCCOC(=C)NCOCOCCNC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.12469942623652036)"
C#CCCCOCOC(=C)CCCNOCCNC#N,"(1.0, 1.0, 1.0, 0.36940700000000004, 0.5041036114285714, 0.09497512965834266)"
C#CCCCCONOC(=C)NOCCOCCC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.21651338221540173)"
C#CCCCONOCNC(=C)OCCCCOC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.16447179612487284)"
C#CCCCCCOCNC(=C)ONOCCOC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.16447179612487284)"
C#CCCCOCOC(=C)NCONOCCCC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.16447179612487284)"
C#CCCCOCOC(=C)ONOCCCCNC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.12493117810853041)"
C#CCCCCCONOC(=C)OCOCCNC#C,"(1.0, 1.0, 1.0, 0.369375, 0.49159417142857154, 0.12493117810853041)"
[C]OCC(=C)CCCON=C,"(1.0, 1.0, 1.0, 0.36917975000000003, 0.47002790285714297, 0.24073803941358438)"
N#CCCCCCONONC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.36606826521688035)"
N#CCCCONOCNC(=O)CCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.21448435686168693)"
N#COCCCCCONC(=O)CCCCCONC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.21448435686168693)"
N#CCCCCCCC(=O)NCOCCCONOC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.21448435686168693)"
N#CCCCCCCCC(=O)NOCOCCNOC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.21448435686168693)"
N#CCCCCCCC(=O)NCONOCCCOC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.21448435686168693)"
N#CCCCOCONC(=O)CCCCCCONC#N,"(1.0, 1.0, 1.0, 0.3691215, 0.5375505485714286, 0.16293047133056357)"
N#CCCOCCOCC(=N)CCOCOCCC#N,"(1.0, 1.0, 1.0, 0.36868825000000005, 0.5347859485714286, 0.29177273185454844)"
N#CCCOCOCCC(=N)COCCCOCC#N,"(1.0, 1.0, 1.0, 0.36868825000000005, 0.5347859485714286, 0.29177273185454844)"
C=C(NCCOCCC#N)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCOCOCCCC#N)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCOCOCCCC#N)OCCCOCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(OCOCCCC#N)OCOCCNCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCCOCOCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(CCONOCCC#N)COCCCOCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCCCOCCC#N)OCOCOCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(CCCNCCC#N)OCOCOCOCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCOCCOCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCOCCCOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(NCCOCCCCC#N)OCOCOCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.2908881214591854)"
C=C(CNOCCOCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CCOCOCCCC#N)OCOCNCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(COCCOCCC#N)ONCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(COCCCNOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(NCCCCOCCC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CCOCOCCCC#N)OCCNCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(COCOCNCC#N)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CCNCOCCOC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(COCCONCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(NCCCCCOCC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(NCCOCCCCC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CCOCCNOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(COCCOCCC#N)ONCCCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CCOCCNCOC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(CNOCCCOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(NCCCOCCC#N)OCOCCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.22161047069558001)"
C=C(OCCCCOCCC#N)OCOCCNC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(COCOCCCC#N)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(COCCCCOC#N)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(CCCOCCCNC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(CCCCOCOCC#N)OCOCCNC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(OCCCOCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(CCOCOCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(COCCONCC#N)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(OCCCOCCCC#N)OCOCCNC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(COCOCNCC#N)OCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(COCOCCNC#N)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C=C(CCOCCCCOC#N)OCOCNCC#N,"(1.0, 1.0, 1.0, 0.3686515, 0.52480152, 0.1683437383058338)"
C#COCNCCNC(=CF)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.368147, 0.5062652114285715, 0.2853361606858463)"
C#CCNCCCONCC(=CF)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.368147, 0.5062652114285714, 0.16513068915544968)"
C#CCCNOCOCCC(=N)OCCCCCC#N,"(1.0, 1.0, 1.0, 0.36807375, 0.44456804000000016, 0.13452838989219637)"
N#CCCCCCCCC(=O)COCNONOC#N,"(1.0, 1.0, 1.0, 0.368059, 0.5440448685714286, 0.2115455556172774)"
N#CCCCCCCCC(=O)COCONONC#N,"(1.0, 1.0, 1.0, 0.368059, 0.5440448685714286, 0.16069804618355263)"
N#CCCOCCOC(=CF)CCOCOCNCC#N,"(1.0, 1.0, 1.0, 0.3673915000000001, 0.52696312, 0.2226929842408974)"
N#CCCCCCOCCC(=N)OCOCOCC#N,"(1.0, 1.0, 1.0, 0.36731825000000007, 0.46526594857142856, 0.2393356329439805)"
N#CCCCOCOCCC(=N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36731825000000007, 0.46526594857142856, 0.2393356329439805)"
C#COCCNOCCC(=O)COCCCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.29256425524056534)"
C#COCNCOCCC(=O)CCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.29256425524056534)"
C#CCOCCCCCC(=O)CONCCCOC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCCCCC(=O)CNOCCOC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCCC(=O)CCONCCCOC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCOCC(=O)CCONCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCCNOCCC(=O)CCOCOCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCOCC(=O)CNOCCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCCCOCC(=O)CCONCCOC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CNOCCCOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCCC(=O)CCOCNOCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCOCCC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCCOCCC(=O)CCOCCCNOC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.22288741797818853)"
C#CCCNOCOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.2228874179781884)"
C#CCNOCOCCC(=O)COCCCCCC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.2228874179781884)"
C#CCCCOCCCC(=O)CCOCCONC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.1693137560062568)"
C#CCCCOCCC(=O)CCOCCCONC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.1693137560062568)"
C#CCCCCCOCC(=O)CCOCCONC#N,"(1.0, 1.0, 1.0, 0.36686700000000005, 0.5184261714285715, 0.1693137560062568)"
[C]OCCCCCON=O,"(1.0, 1.0, 1.0, 0.36667225000000003, 0.49629557142857145, 0.30815369089248174)"
C#CCCOCCONC(=C)ONOCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.21408085725024198)"
C#CCCOCCNOC(=C)ONOCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.21408085725024198)"
C#CCCCCCOC(=C)NCONOCOCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622898)"
C#CCCCONOCNC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCNOCOC(=C)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCCOCOC(=C)NCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#COCCONOC(=C)NCOCCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCNOCOCCC(=C)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCNCOCOC(=C)ONOCCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#COCNCCCC(=C)OCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCCONOC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCNONOC(=C)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCOCOCOC(=C)NONCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CCCONCONC(=C)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.16262395768622895)"
C#CNCCONOC(=C)OCOCCCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.12352757798660591)"
C#CNONOCCC(=C)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3666345, 0.5227895200000001, 0.12352757798660591)"
N#CCCOCCCCCC(=O)NCCCCOC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCOCCC(=O)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCCNC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCCCNC(=O)CCOCCOC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCOCC(=O)NCOCCCCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCCC(=O)NCOCCCOCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCNC(=O)CCCCOCOCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCOCNC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCCCC(=O)NCOCCOCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
N#CCCCCCNC(=O)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.365529, 0.4614156114285714, 0.41051783608797365)"
C#CCCCONOC(=O)CCCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36549699999999996, 0.4489061714285715, 0.3154029258389612)"
C#CCOCOCCCNC(=C)CCOCOCC#C,"(1.0, 1.0, 1.0, 0.3654425, 0.49717082285714304, 0.2936308902783105)"
C#CCOCCCOCCC(=C)NCOCCOC#C,"(1.0, 1.0, 1.0, 0.3654425, 0.4971708228571429, 0.2936308902783105)"
C#CCCOCCONC(=C)CCOCCOCC#C,"(1.0, 1.0, 1.0, 0.3654425, 0.4971708228571429, 0.2936308902783105)"
C#CCCOCCOCC(=C)OCOCCCNC#C,"(1.0, 1.0, 1.0, 0.3654425, 0.4971708228571429, 0.16993104257251898)"
C#CCNCCCONOC(=CF)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36537450000000005, 0.5249511200000001, 0.16339757668974833)"
C#CCONOCCC(=O)CCCCNCCCC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.28167233150453436)"
C#CCNCCCCC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.28167233150453436)"
C#CCCNCCCC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.28167233150453436)"
C#CCCCONOCCC(=O)CCNCCCC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.28167233150453436)"
C#CCNCOCONCC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.21458950490489417)"
C#CCCNCCCC(=O)CCCCOCONC#N,"(1.0, 1.0, 1.0, 0.36488200000000004, 0.5289236114285715, 0.12382107462911192)"
C#CCCCCCCC(=O)COCCNONOC#C,"(1.0, 1.0, 1.0, 0.36485, 0.5164141714285715, 0.28234023966795696)"
C#CNOCCCCCCC(=O)CCONCOC#C,"(1.0, 1.0, 1.0, 0.36485, 0.5164141714285715, 0.16339687980878212)"
N#CCOCNCOCC(=O)CCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.5496215200000002, 0.2885783524302593)"
N#CCOCOCOCC(=O)CCCCCCNC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.5496215200000001, 0.21985079416038608)"
N#CCCNOCCCCC(=O)CCOCOCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302594)"
N#CCCCOCOCCC(=O)CCONCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCOCCCCCC(=O)CONCCCOC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCOCCC(=O)CONCOCCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCOCOCCC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCONCCCC(=O)COCCCCOC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCOCCCCC(=O)CNOCCOC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCCCOCC(=O)CCONCCOC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCNOCCC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCCOCCC(=O)COCONCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCOCCC(=O)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.2885783524302593)"
N#CCCCOCCC(=O)COCCCCONC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.21985079416038608)"
N#CCCCOCCC(=O)CCOCCCONC#N,"(1.0, 1.0, 1.0, 0.3641265, 0.54962152, 0.21985079416038608)"
C=C(NCOCOCCCC#N)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(NOCNOCCC#N)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(NCONOCCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(CCONOCCCC#N)OCONCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(CCOCONCCC#N)ONOCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(CCONONCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.21080101890531525)"
C=C(NCOCCCCCC#N)ONOCCOC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.16013246779276524)"
C=C(CCCOCOC#N)CNONOCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.16013246779276524)"
C=C(OCOCCNC#N)ONOCCCCCC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.12163506647417863)"
C=C(OCOCCCCCC#N)ONOCCNC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714287, 0.12163506647417863)"
C=C(CCOCOCCCC#N)CCONONC#N,"(1.0, 1.0, 1.0, 0.36389400000000005, 0.5539848685714286, 0.12163506647417863)"
C#CONOCCCCCC(=O)NCCCCCC#N,"(1.0, 1.0, 1.0, 0.36351200000000006, 0.45940361142857156, 0.30536189413508713)"
C#CCCCCCCC(=O)NCONOCCCC#N,"(1.0, 1.0, 1.0, 0.36351200000000006, 0.45940361142857156, 0.2326371828189813)"
[C]ONCOC(=CCl)CCN=O,"(1.0, 1.0, 1.0, 0.3628497500000001, 0.5143059600000001, 0.21645600383700406)"
N#CCCCONOC(=O)CCCCCCOCC#N,"(1.0, 1.0, 1.0, 0.36275650000000004, 0.48010152, 0.4053311881354926)"
N#COCCCCCONC(=O)CCCCCOC#N,"(1.0, 1.0, 1.0, 0.36275650000000004, 0.48010152, 0.3135518836900416)"
N#CCCCCCOC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.36275650000000004, 0.48010152, 0.3117304844073729)"
N#COCCCCCNOC(=O)CCCCCOC#N,"(1.0, 1.0, 1.0, 0.36275650000000004, 0.48010152, 0.3117304844073729)"
N#CCCCOCOC(=O)CCCCCCONC#N,"(1.0, 1.0, 1.0, 0.36275650000000004, 0.48010152, 0.13703441643629516)"
C#CCOCCCOCCC(=C)NCOCCOC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.22176838910302557)"
C#COCCOCCNCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.22176838910302557)"
